"CountyName","GEOID","COUNTYNS","WHP_Score","County","State","DroughtRisk_Score"
"Jefferson","40067","01101821",25.3,"Jefferson County","OK",0.199040124008824
"Ritchie","54085","01689049",15.9,"Ritchie County","WV",0
"Page","19145","00465261",2.6,"Page County","IA",0.189850421227578
"Jefferson","20087","00485008",16.2,"Jefferson County","KS",0.198549544506082
"Iberia","22045","00558576",6.2,"Iberia Parish","LA",0.200134939277325
"Faribault","27043","00659467",0.9,"Faribault County","MN",0.193741366486027
"Grainger","47057","01648575",15.1,"Grainger County","TN",0.2
"Mifflin","42087","01213679",10.5,"Mifflin County","PA",0.00836
"Crenshaw","01041","00161546",39.2,"Crenshaw County","AL",0.185544237152341
"Bristol","51520","01498416",5.4,"Bristol City","VA",0.1
"Runnels","48399","01383985",14.8,"Runnels County","TX",0
"Rawlins","20153","00485040",5.7,"Rawlins County","KS",0.177029021151008
"Thomas","20193","00485057",3.2,"Thomas County","KS",0.199939963978387
"Cherokee","19035","00465207",1.7,"Cherokee County","IA",0.08083
"White","05145","00069906",17.8,"White County","AR",0.136694700743039
"Leflore","28083","00695765",4.7,"Leflore County","MS",0.461845506725671
"Cooper","29053","00758481",5.8,"Cooper County","MO",0.296899329767788
"Will","17197","01785190",2.9,"Will County","IL",0
"Clay","29047","00758478",6.7,"Clay County","MO",0.00944
"Coahoma","28027","00695738",3.1,"Coahoma County","MS",0.494764355472707
"Boone","18011","00450405",1.6,"Boone County","IN",0.2
"Des Moines","19057","00465217",3.8,"Des Moines County","IA",0.219852405690149
"Scott","19163","00465270",2.2,"Scott County","IA",0.127643829076152
"Holmes","12059","00295735",34.6,"Holmes County","FL",0
"Carlton","27017","00659454",29.2,"Carlton County","MN",0.1
"Broome","36007","00974102",27.4,"Broome County","NY",0
"Athens","39009","01074018",15.5,"Athens County","OH",0
"Jefferson","39081","01074053",9.4,"Jefferson County","OH",0
"Randolph","54083","01550048",13.8,"Randolph County","WV",0.0455213774424454
"Marion","54049","01718173",19.4,"Marion County","WV",0
"Douglas","55031","01581075",24.1,"Douglas County","WI",0.165960726492862
"Pulaski","21199","00516946",13.4,"Pulaski County","KY",0.284714747039828
"Edgecombe","37065","01008551",22.2,"Edgecombe County","NC",0
"Jay","18075","00450362",1.8,"Jay County","IN",0.192142587499326
"Montcalm","26117","01623001",6.7,"Montcalm County","MI",0.00186
"Lee","05077","00066866",2.9,"Lee County","AR",0.359118744481472
"Campbell","21037","00516865",7.8,"Campbell County","KY",0.02392
"Cumberland","21057","00516875",10,"Cumberland County","KY",0.29088976405395
"Panola","28107","00695776",23.1,"Panola County","MS",0.5
"Sandusky","39143","01074084",1.8,"Sandusky County","OH",0.1
"Piscataquis","23021","00581296",12.9,"Piscataquis County","ME",0
"Pulaski","17153","01784966",4.8,"Pulaski County","IL",0.127942188575361
"Saginaw","26145","01623015",4.4,"Saginaw County","MI",0
"Caledonia","50005","01461759",9.2,"Caledonia County","VT",0
"Botetourt","51023","01674418",21.1,"Botetourt County","VA",0.2
"Madison","17119","00424258",3.2,"Madison County","IL",0.180282533221597
"Collin","48085","01383828",16.6,"Collin County","TX",0
"Montgomery","42091","01213680",9.8,"Montgomery County","PA",0
"Norton","51720","01498434",11.8,"Norton City","VA",0.2
"Sullivan","29211","00758558",8.3,"Sullivan County","MO",0.179828326180258
"Ness","20135","00485031",6.5,"Ness County","KS",0.239547826086957
"Staunton","51790","01789075",8.6,"Staunton City","VA",0.3
"Chase","31029","00835836",5.6,"Chase County","NE",0.144768705371003
"Montgomery","39113","01074069",3.6,"Montgomery County","OH",0.08905
"Conway","05029","00066846",25.5,"Conway County","AR",0.1
"Nodaway","29147","00758528",4.5,"Nodaway County","MO",0.173353596757852
"Bay","26017","01622951",3.3,"Bay County","MI",0.05668
"Shelby","47157","01639790",5.4,"Shelby County","TN",0.375333459592543
"San Juan","53055","01531931",4.3,"San Juan County","WA",0.1
"Brown","55009","01581064",4.2,"Brown County","WI",0.07971
"Natchitoches","22069","00558108",26.4,"Natchitoches Parish","LA",0.448089770591299
"Terrebonne","22109","00559517",9,"Terrebonne Parish","LA",0.432906721472278
"Arenac","26011","01622948",6.6,"Arenac County","MI",0.1
"Lee","19111","00465244",4.8,"Lee County","IA",0.206773531424103
"Osborne","20141","00485034",5.7,"Osborne County","KS",0.231807616663687
"Emmet","26047","01622966",6.7,"Emmet County","MI",0
"Fremont","19071","00465224",3.5,"Fremont County","IA",0.199532827648566
"Lincoln","23015","00581293",18.7,"Lincoln County","ME",0
"Seneca","36099","00974147",11.4,"Seneca County","NY",0
"Meigs","47121","01639775",21.9,"Meigs County","TN",0.200479233226837
"Williamsburg","51830","01789076",10.7,"Williamsburg City","VA",0
"McClain","40087","01101834",16,"McClain County","OK",0.169178440607012
"Pendleton","54071","01550042",20.7,"Pendleton County","WV",0.2388258897418
"Page","51139","01500440",29,"Page County","VA",0.29912283638555
"Summers","54089","01557805",24.4,"Summers County","WV",0.09754
"Linn","29115","00758512",6.6,"Linn County","MO",0.1
"Ector","48135","01383853",12.3,"Ector County","TX",0.2
"Limestone","48293","01383932",23.6,"Limestone County","TX",0.089349464498215
"Grays Harbor","53027","01531823",17.1,"Grays Harbor County","WA",0.05457
"Berkeley","54003","01550008",29.7,"Berkeley County","WV",0.115249866619242
"Denton","48121","01383847",17.1,"Denton County","TX",0.01775
"Stevens","27149","00659519",2,"Stevens County","MN",0
"Monroe","17133","01784865",4.1,"Monroe County","IL",0.286598378147674
"Grayson","21085","00516889",8.1,"Grayson County","KY",0.293246037215713
"Lawrence","01079","00161565",19.7,"Lawrence County","AL",0.335502095862949
"Haskell","20081","00485328",3.4,"Haskell County","KS",0
"Bienville","22013","00558445",34.3,"Bienville Parish","LA",0.388109580430569
"Iowa","19095","00465236",4.5,"Iowa County","IA",0.354805396542301
"Butler","19023","00465201",1.8,"Butler County","IA",0.39460986410139
"Roosevelt","30085","01669428",12,"Roosevelt County","MT",0.03369
"Cowlitz","53015","01529156",28.8,"Cowlitz County","WA",0.00829
"Live Oak","48297","01383934",16,"Live Oak County","TX",0.123898082910044
"Moniteau","29135","00758522",9.1,"Moniteau County","MO",0.3
"Westmoreland","51193","01480179",14.4,"Westmoreland County","VA",0.09423
"Warren","42123","01213691",14.3,"Warren County","PA",0.1
"Howard","05061","00066872",28.1,"Howard County","AR",0
"Nevada","05099","00069169",37.4,"Nevada County","AR",0.15203087800303
"Yuma","08125","00198178",7.4,"Yuma County","CO",0.1
"Uvalde","48463","01384017",10.8,"Uvalde County","TX",0.212766845868782
"Auglaize","39011","01074019",1.6,"Auglaize County","OH",0.160743629021028
"Bossier","22015","00558453",26,"Bossier Parish","LA",0.194686956979622
"Emmet","19063","00465220",1.7,"Emmet County","IA",0.1
"Callaway","29027","00758468",7.6,"Callaway County","MO",0.2
"Montour","42093","01213681",10.5,"Montour County","PA",0
"Cheboygan","26031","01622958",13.5,"Cheboygan County","MI",0
"Gladwin","26051","01622968",16.2,"Gladwin County","MI",0.1
"Montgomery","21173","00516933",9.6,"Montgomery County","KY",0.199939963978387
"Larue","21123","00516908",6.2,"Larue County","KY",0.245114698385726
"Alexander","17003","00424203",6.1,"Alexander County","IL",0.128869684264567
"Jefferson","29099","00758504",12.8,"Jefferson County","MO",0.284366576819407
"Lincoln","29113","00758511",6.3,"Lincoln County","MO",0.2
"Clay","19041","00465625",2.4,"Clay County","IA",0.06567
"Fallon","30025","01688745",14.8,"Fallon County","MT",0
"Cumberland","23005","00581288",20.3,"Cumberland County","ME",0
"Atascosa","48013","01383792",28.8,"Atascosa County","TX",0.32710310752828
"Upshur","54097","01696800",14,"Upshur County","WV",0
"Texas","29215","00758560",18.6,"Texas County","MO",0.3
"Pulaski","05119","00069177",15.4,"Pulaski County","AR",0.2
"Crawford","19047","00465212",1.7,"Crawford County","IA",0.263779527559055
"Geauga","39055","01074040",8.2,"Geauga County","OH",0
"Rockbridge","51163","01480166",19.5,"Rockbridge County","VA",0.200837654567212
"Delaware","42045","01209177",8.6,"Delaware County","PA",0
"Bennington","50003","01461758",15.5,"Bennington County","VT",0
"Hamilton","39061","01074043",5.2,"Hamilton County","OH",0.09
"McCone","30055","01716270",12.1,"McCone County","MT",0.01415
"Buchanan","19019","00465199",1.5,"Buchanan County","IA",0.4
"DuPage","17043","00422191",2.6,"DuPage County","IL",0
"Oconee","13219","00356774",27.8,"Oconee County","GA",0.2
"Wilson","48493","01384032",24.2,"Wilson County","TX",0.316471266576975
"Fillmore","31059","00835851",1.4,"Fillmore County","NE",0.4
"Sullivan","18153","00450391",4,"Sullivan County","IN",0.299585810675396
"La Paz","04012","00043540",9,"La Paz County","AZ",0.0851950192272478
"Monroe","26115","01623000",2.9,"Monroe County","MI",0.113502424468482
"White","18181","00450338",1,"White County","IN",0.162030905077263
"Noble","18113","00450377",3.7,"Noble County","IN",0.2
"Livingston","21139","00516916",7.9,"Livingston County","KY",0.1
"Lincoln","47103","01639766",16.3,"Lincoln County","TN",0.353189214184561
"Shelby","21211","00516952",7.1,"Shelby County","KY",0.02688
"York","31185","00835914",1.4,"York County","NE",0.409045830571716
"Adams","42001","01213656",9.7,"Adams County","PA",0.1
"Davidson","47037","01639737",6.2,"Davidson County","TN",0.299564882685678
"Clay","18021","00450341",3.9,"Clay County","IN",0.222414989590562
"Morgan","29141","00758525",15.5,"Morgan County","MO",0.279953790295962
"Holmes","39075","01074050",7.3,"Holmes County","OH",0.06707
"Osceola","19143","00465260",0.8,"Osceola County","IA",0.1
"Jennings","18079","00450364",5.8,"Jennings County","IN",0.298684740303315
"Saline","17165","00424283",5.1,"Saline County","IL",0.199522732981663
"Kalamazoo","26077","01622981",6.5,"Kalamazoo County","MI",0
"Daviess","18027","00450343",3.2,"Daviess County","IN",0.299223664837371
"Grand Traverse","26055","01622970",12.5,"Grand Traverse County","MI",0.00941
"Todd","21219","00516956",5,"Todd County","KY",0.09375
"Weakley","47183","01639799",15.7,"Weakley County","TN",0.29969158410116
"Greene","29077","00758493",10.4,"Greene County","MO",0.267646596447099
"Lehigh","42077","01209182",13.9,"Lehigh County","PA",0
"Chemung","36015","00974106",27.9,"Chemung County","NY",0
"Wyoming","36121","00974158",14.7,"Wyoming County","NY",0.265674480135599
"Northampton","42095","01209185",18.8,"Northampton County","PA",0
"Morgan","01103","00161578",17.8,"Morgan County","AL",0.264188020751454
"Breckinridge","21027","00516860",7.6,"Breckinridge County","KY",0.109892879647133
"Grenada","28043","00695746",29.1,"Grenada County","MS",0.5
"Simpson","21213","00516953",3.4,"Simpson County","KY",0.186137204668375
"Grand Isle","50013","01461763",6.9,"Grand Isle County","VT",0
"Columbiana","39029","01074027",7.2,"Columbiana County","OH",0
"Nelson","51125","01500936",31.4,"Nelson County","VA",0.283970620004321
"Benton","05007","00069896",19.9,"Benton County","AR",0.01849
"Nottoway","51135","01493928",31,"Nottoway County","VA",0.04643
"Martinsville","51690","01789072",10.7,"Martinsville City","VA",0.1
"Starr","48427","01383999",33,"Starr County","TX",0
"Richland","55103","01581112",10.9,"Richland County","WI",0.298880434418262
"Lamar","01075","00161563",33.8,"Lamar County","AL",0.258968384686458
"Marshall","47117","01639771",10.4,"Marshall County","TN",0.4
"Appomattox","51011","01497238",33.7,"Appomattox County","VA",0.191897735257554
"Madison","05087","00069165",15,"Madison County","AR",0.07585
"Cumberland","42041","01209176",8.9,"Cumberland County","PA",0.1
"Franklin","42055","01213670",9.5,"Franklin County","PA",0.0697
"Luzerne","42079","01209183",30.1,"Luzerne County","PA",0
"Carroll","39019","01074022",8.2,"Carroll County","OH",0
"Fluvanna","51065","01494061",30,"Fluvanna County","VA",0.1
"Lake","17097","01784796",1.5,"Lake County","IL",0
"Dallas","05039","00066849",38.8,"Dallas County","AR",0.258306162373655
"Kit Carson","08063","00198147",5.5,"Kit Carson County","CO",0.08862
"Wood","55141","01581130",20.3,"Wood County","WI",0
"Chautauqua","36013","00974105",13.1,"Chautauqua County","NY",0.02435
"Johnson","47091","01639760",13.9,"Johnson County","TN",0.197383273473576
"Belmont","39013","01065575",9.4,"Belmont County","OH",0
"Carter","29035","00758472",20.6,"Carter County","MO",0.206156031147461
"Bryan","40013","01101794",13.2,"Bryan County","OK",0.162918037280702
"Clay","31035","00835839",3.7,"Clay County","NE",0.39861355302155
"Charles","24017","01676992",14,"Charles County","MD",0.01555
"Cerro Gordo","19033","00465206",1.4,"Cerro Gordo County","IA",0.396410048827384
"Greene","19073","00465225",1.3,"Greene County","IA",0.367645266714673
"Rowan","21205","00516949",14.9,"Rowan County","KY",0.14193349278605
"Cape Girardeau","29031","00758470",5.9,"Cape Girardeau County","MO",0.199784536754021
"Mississippi","29133","00758521",1,"Mississippi County","MO",0.1
"Cleveland","05025","00063760",33.8,"Cleveland County","AR",0.385806299583693
"Dallas","48113","01383842",9.4,"Dallas County","TX",0
"DeKalb","18033","00450346",3.2,"DeKalb County","IN",0.2
"Ouachita","22073","00558114",13.8,"Ouachita Parish","LA",0.4
"Schuyler","29197","00758551",7.8,"Schuyler County","MO",0.383852780778249
"Franklin","01059","00161555",27.1,"Franklin County","AL",0.350186567164179
"Carroll","21041","00516867",8.1,"Carroll County","KY",0.09976
"Kimble","48267","01383919",10.2,"Kimble County","TX",0.131165540540541
"Mackinac","26097","01622991",5.6,"Mackinac County","MI",0.0964
"McCulloch","48307","01383945",17.2,"McCulloch County","TX",0.1
"Logan","08075","00198153",7.6,"Logan County","CO",0.07684
"Finney","20055","00485326",4.7,"Finney County","KS",0.04365
"Cheyenne","31033","00835838",5.8,"Cheyenne County","NE",0
"Martin","27091","00659490",0.9,"Martin County","MN",0.1
"Macoupin","17117","00424257",3.1,"Macoupin County","IL",0.102019402098594
"Ross","39141","01074083",9.4,"Ross County","OH",0
"Whiteside","17195","01785167",1.7,"Whiteside County","IL",0
"El Paso","48141","01383855",7.6,"El Paso County","TX",0.372301264370955
"Loving","48301","01383936",12.4,"Loving County","TX",0.200269757218503
"Washington","39167","01074095",13.1,"Washington County","OH",0
"Howell","29091","00758500",23.3,"Howell County","MO",0.208752002329984
"Jefferson","21111","00516902",4.8,"Jefferson County","KY",0.07588
"Logan","17107","00424255",0.9,"Logan County","IL",0
"Winnebago","55139","01581129",7.8,"Winnebago County","WI",0.184279349649945
"Fulton","21075","00516884",3.4,"Fulton County","KY",0.1
"Dawson","30021","01715632",8.1,"Dawson County","MT",0
"Taylor","54091","01689856",21.3,"Taylor County","WV",0
"Midland","26111","01622998",10.8,"Midland County","MI",0.08373
"Quitman","28119","00695780",6.1,"Quitman County","MS",0.5
"Hardin","21093","00516893",7.1,"Hardin County","KY",0.184076281287247
"Jefferson","17081","00424242",4.9,"Jefferson County","IL",0.3
"Lincoln","55069","01581094",24.9,"Lincoln County","WI",0.223980326891549
"Franklin","36033","00974115",17.7,"Franklin County","NY",0
"Fredericksburg","51630","01498425",8.1,"Fredericksburg City","VA",0.1
"Lawrence","17101","00424252",2.6,"Lawrence County","IL",0.3
"Howard","18067","00450360",1.5,"Howard County","IN",0.2
"Pike","18125","00450381",5.7,"Pike County","IN",0.214326992535516
"Christian","21047","00516870",5.8,"Christian County","KY",0.05368
"Eaton","26045","01622965",4.2,"Eaton County","MI",0
"Wapello","19179","00465278",5.5,"Wapello County","IA",0.4
"Imperial","06025","00277277",2.3,"Imperial County","CA",0
"Cass","26027","01622956",4.5,"Cass County","MI",0.04362
"Wilkinson","28157","00695799",28.6,"Wilkinson County","MS",0.411233055200581
"Sheridan","20179","00485052",4.8,"Sheridan County","KS",0.206916764361079
"Clay","28025","00695737",28.4,"Clay County","MS",0.367626855750055
"Edmunds","46045","01266972",8.8,"Edmunds County","SD",0
"Dearborn","18029","00450344",8,"Dearborn County","IN",0.14610649430594
"Jackson","18071","00451678",5.2,"Jackson County","IN",0.3
"West Feliciana","22125","00559584",13.7,"West Feliciana Parish","LA",0.387695190505934
"Crittenden","05035","00069162",1.7,"Crittenden County","AR",0.307303995953465
"Mathews","51115","01480145",6.1,"Mathews County","VA",0.1
"Renville","38075","01034229",2.5,"Renville County","ND",0.174815225424982
"La Salle","48283","01383924",17.7,"La Salle County","TX",0.09536
"Onondaga","36067","00974132",17.5,"Onondaga County","NY",0
"Henry","19087","00465232",4,"Henry County","IA",0.36812229512774
"Harlan","31083","00835863",4.3,"Harlan County","NE",0.01479
"Pepin","55091","01581106",4.9,"Pepin County","WI",0.03682
"Macon","29121","00758514",7,"Macon County","MO",0.179649652672908
"Austin","48015","01383793",9.8,"Austin County","TX",0.186511944617829
"Daviess","29061","00758485",6.1,"Daviess County","MO",0.10025966243883
"Manistee","26101","01622993",8.2,"Manistee County","MI",0.183300268409383
"Lyon","19119","00465248",2.1,"Lyon County","IA",0.179015183594459
"Adams","19003","00465191",4.1,"Adams County","IA",0.3
"Potter","42105","01213684",10.6,"Potter County","PA",0.03077
"Chenango","36017","00974107",21.1,"Chenango County","NY",0
"Peoria","17143","01784920",3.4,"Peoria County","IL",0
"Humboldt","19091","00465234",0.8,"Humboldt County","IA",0.214516819717372
"Iowa","55049","01581084",8.7,"Iowa County","WI",0.135655930871956
"Allegheny","42003","01213657",5.6,"Allegheny County","PA",0
"Shelby","29205","00758555",4.3,"Shelby County","MO",0.288202901620248
"Madison","39097","01074061",1.4,"Madison County","OH",0.05385
"Champaign","17019","00424211",0.6,"Champaign County","IL",0.0045
"Edgar","17045","00424224",1.5,"Edgar County","IL",0.199969990997299
"Washington","08121","00198176",7.4,"Washington County","CO",0.1
"Hardin","39065","01074045",1.6,"Hardin County","OH",0.154152993509808
"Missaukee","26113","01622999",15.9,"Missaukee County","MI",0.08504
"Stutsman","38093","01034224",6.2,"Stutsman County","ND",0
"Shannon","29203","00758554",23.2,"Shannon County","MO",0.284652932309238
"Tulsa","40143","01101859",8.2,"Tulsa County","OK",0
"Robertson","48395","01383983",13,"Robertson County","TX",0.204947508845195
"Gillespie","48171","01383871",23.5,"Gillespie County","TX",0.362487852283771
"Oakland","26125","01623005",6.1,"Oakland County","MI",0.00604
"Golden Valley","38033","01035617",15.8,"Golden Valley County","ND",0
"Pipestone","27117","00659504",2.2,"Pipestone County","MN",0.199959983993597
"King George","51099","01480137",18.9,"King George County","VA",7e-05
"Renville","27129","00659510",1,"Renville County","MN",0
"Hooker","31091","00835867",10.2,"Hooker County","NE",0
"Prince Edward","51147","01492359",30,"Prince Edward County","VA",0.125358016067063
"Bucks","42017","01209173",18,"Bucks County","PA",0
"Lycoming","42081","01213677",9.7,"Lycoming County","PA",0
"Galax","51640","01498426",16,"Galax City","VA",0.1
"Lafayette","05073","00066864",32.2,"Lafayette County","AR",0.131649831649832
"Clermont","39025","01074025",6.7,"Clermont County","OH",0.00065
"Yamhill","41071","01135866",17.3,"Yamhill County","OR",0.04913
"Louisa","19115","00465246",3.6,"Louisa County","IA",0.329655126762428
"Noble","39121","01074073",9.7,"Noble County","OH",0
"Putnam","39137","01074081",0.9,"Putnam County","OH",0.198420437807913
"Lebanon","42075","01214034",9.2,"Lebanon County","PA",0.03566
"Kenedy","48261","01383916",14.4,"Kenedy County","TX",0
"Perry","29157","00758533",6.6,"Perry County","MO",0.275968934358898
"San Saba","48411","01383991",17.7,"San Saba County","TX",0.190582535743826
"Kingfisher","40073","01101824",5.7,"Kingfisher County","OK",0
"Burleson","48051","01383811",21.3,"Burleson County","TX",0.221719771810213
"Sunflower","28133","00695787",1.9,"Sunflower County","MS",0.430670671610269
"Hennepin","27053","00659472",5.3,"Hennepin County","MN",0.1
"Centre","42027","01214720",19,"Centre County","PA",0
"Bee","48025","01383798",18.7,"Bee County","TX",0.172927123705445
"Henderson","47077","01639754",23.2,"Henderson County","TN",0.4
"Tama","19171","00465274",4.3,"Tama County","IA",0.377549375251915
"Monroe","19135","00465256",7.7,"Monroe County","IA",0.4
"Christian","17021","00424212",1.2,"Christian County","IL",0.0853
"Anderson","21005","00516849",9.1,"Anderson County","KY",0.181998937990442
"Oldham","21185","00516939",7.8,"Oldham County","KY",0.1
"Oliver","38065","01034205",6.8,"Oliver County","ND",0
"Osceola","26133","01623009",16.5,"Osceola County","MI",0.1
"Dade","29057","00758483",8.2,"Dade County","MO",0.104782486141126
"St. Mary","22101","01629492",7.2,"Saint Mary Parish","LA",0.27631034617336
"Chittenden","50007","01461760",9.2,"Chittenden County","VT",0
"Lafourche","22057","00558065",9.5,"Lafourche Parish","LA",0.461867927864215
"Muscatine","19139","00465258",3.3,"Muscatine County","IA",0.286159223300971
"Martin","18101","00451679",7.7,"Martin County","IN",0.29850219968432
"Rockcastle","21203","00516948",18.5,"Rockcastle County","KY",0.2000299970003
"Trimble","21223","00516958",8.1,"Trimble County","KY",0.1
"Scotland","29199","00758552",5.7,"Scotland County","MO",0.287227897909823
"Norton","20137","00485032",5.7,"Norton County","KS",0.211498337727846
"Furnas","31065","00835854",4.6,"Furnas County","NE",0.00906
"Wayne","18177","00450336",3.4,"Wayne County","IN",0.162230488392919
"Barren","21009","00516851",7,"Barren County","KY",0.26132702175902
"Howard","31093","00835868",9.4,"Howard County","NE",0.281481921508059
"Dunn","38025","01035623",13.1,"Dunn County","ND",0
"Fentress","47049","01639743",20.4,"Fentress County","TN",0.329034252504019
"Branch","26023","01622954",3.4,"Branch County","MI",0.126482415734445
"Campbell","51031","01674917",28.3,"Campbell County","VA",0.197420115915269
"Meigs","39105","01074065",15.2,"Meigs County","OH",0.120719218861634
"Spink","46115","01266987",4.8,"Spink County","SD",0
"Windsor","50027","01461770",9.4,"Windsor County","VT",0
"Trinity","48455","01384013",37.7,"Trinity County","TX",0.192426850258176
"McCreary","21147","00516926",19.6,"McCreary County","KY",0.299712921854658
"Pendleton","21191","00516942",9.1,"Pendleton County","KY",0
"Spencer","21215","00516954",7.9,"Spencer County","KY",0.0861243580337491
"Hill","30041","01720048",7,"Hill County","MT",0.09647
"Washington","24043","01714220",14.2,"Washington County","MD",0.06524
"Lynchburg","51680","01498429",11.5,"Lynchburg City","VA",0.2
"Mason","54053","01560254",23.9,"Mason County","WV",0.15207100591716
"Gilmer","54021","01689673",17,"Gilmer County","WV",0
"Jefferson","28063","00695755",33.4,"Jefferson County","MS",0.402004432160554
"Clark","21049","00516871",9.1,"Clark County","KY",0.2
"Allegan","26005","01622945",4,"Allegan County","MI",0
"Benton","47005","01639724",19.3,"Benton County","TN",0.391928527418361
"Brown","27015","00659453",1.6,"Brown County","MN",0.07018
"Pickett","47137","01648580",12,"Pickett County","TN",0.3
"Louisa","51109","01494707",29,"Louisa County","VA",0.09574
"Shelby","18145","00450387",1.6,"Shelby County","IN",0.2
"Franklin","39049","01074037",3,"Franklin County","OH",0.02182
"Keweenaw","26083","01622984",0.9,"Keweenaw County","MI",0.1
"Kearny","20093","00485011",5.5,"Kearny County","KS",0.01082
"Monroe","18105","00451680",8.4,"Monroe County","IN",0.28281329182654
"Lucas","19117","00465247",7.5,"Lucas County","IA",0.378266931202745
"Woodford","21239","00516966",8.5,"Woodford County","KY",0.187158654931167
"Union","45087","01248017",35.8,"Union County","SC",0.2
"Nicollet","27103","00659497",2.5,"Nicollet County","MN",0.06641
"Marinette","55075","01581097",21.6,"Marinette County","WI",0.169433282527366
"Clark","53011","01531820",26.6,"Clark County","WA",0.01759
"Price","55099","01581110",21.6,"Price County","WI",0.240803942145367
"Miami","18103","00450373",2.2,"Miami County","IN",0.2
"West Carroll","22123","00559578",7.6,"West Carroll Parish","LA",0.4
"Hodgeman","20083","00485006",6.8,"Hodgeman County","KS",0.182766705744431
"McLean","21149","00516927",3.5,"McLean County","KY",0.179786019114023
"Adams","28001","00695726",19.2,"Adams County","MS",0.456992867585168
"Itawamba","28057","00695752",30.9,"Itawamba County","MS",0.423461740417204
"Franklin","21073","00516883",8.3,"Franklin County","KY",0.08326
"Hancock","23009","00581290",18.9,"Hancock County","ME",0
"Knox","23013","00581292",7.8,"Knox County","ME",0
"Houghton","26061","01622973",7.2,"Houghton County","MI",0.1
"Franklin","47051","01639744",15.5,"Franklin County","TN",0.342421107087429
"Concordia","22029","00558515",5.1,"Concordia Parish","LA",0.449092548754368
"Essex","25009","00606931",9.9,"Essex County","MA",0
"Butte","46019","01265793",12.6,"Butte County","SD",0.0206
"Madison","18095","00450370",2,"Madison County","IN",0.2
"Brooke","54009","01558262",8.2,"Brooke County","WV",0
"Calhoun","54013","01696945",18.3,"Calhoun County","WV",0
"Bland","51021","01494613",18.6,"Bland County","VA",0.171374364910927
"Putnam","18133","00450384",4.7,"Putnam County","IN",0.2
"Tipton","47167","01639795",4,"Tipton County","TN",0.34893803756363
"West Baton Rouge","22121","00559570",6.2,"West Baton Rouge Parish","LA",0.3
"Putnam","29171","00758540",8.1,"Putnam County","MO",0.288807500732493
"Grant","55043","01581081",5.8,"Grant County","WI",0.249314135616305
"Morton","38059","01034207",9.2,"Morton County","ND",0
"Petersburg","51730","01498435",11.5,"Petersburg City","VA",0
"Washington","50023","01461768",9.3,"Washington County","VT",0
"Marion","18097","00450371",2.8,"Marion County","IN",0.2
"Chicot","05017","00069160",3.2,"Chicot County","AR",0.4
"Pope","05115","00069901",24.6,"Pope County","AR",0.1
"Southampton","51175","01480171",18,"Southampton County","VA",0
"Marion","05089","00069898",22.7,"Marion County","AR",0.138292367399741
"St. Francois","29187","00758548",12.3,"Saint Francois County","MO",0.3
"Ward","48475","01384023",18.3,"Ward County","TX",0.2
"Kiowa","08061","00198146",10.7,"Kiowa County","CO",0.06346
"Clinton","29049","00758479",5.4,"Clinton County","MO",0.09792
"Prairie","05117","00069176",4.9,"Prairie County","AR",0.211107901198902
"Bradley","05011","00063757",35.9,"Bradley County","AR",0.399887457796674
"Caroline","24011","00595737",7.4,"Caroline County","MD",0
"Fairfax","51059","01480119",6.8,"Fairfax County","VA",0.01362
"Anderson","47001","01639722",19.1,"Anderson County","TN",0.255331729396893
"Huron","39077","01074051",2.9,"Huron County","OH",0.04445
"Kent","10001","00217271",6,"Kent County","DE",0
"Wood","39173","01074098",1.3,"Wood County","OH",0.190608762238145
"Anderson","20003","00484971",8.4,"Anderson County","KS",0.172188139059305
"Knox","17095","00424249",3,"Knox County","IL",0.00975
"Cannon","47015","01648572",10,"Cannon County","TN",0.4
"Franklin","23007","00581289",14.3,"Franklin County","ME",0
"Menifee","21165","00516929",19.6,"Menifee County","KY",0.2
"Charlevoix","26029","01622957",4.5,"Charlevoix County","MI",7e-05
"Seneca","39147","01074086",1.6,"Seneca County","OH",0.09747
"Martin","37117","01026328",23.9,"Martin County","NC",0
"Wilkes","13317","00351265",40,"Wilkes County","GA",0.185360541098246
"Williams","39171","01074097",2.6,"Williams County","OH",0.2
"Baca","08009","00198120",23.4,"Baca County","CO",0.00035
"Union","39159","01074091",2.5,"Union County","OH",0.1
"Cuyahoga","39035","01074030",1.3,"Cuyahoga County","OH",0
"Lavaca","48285","01383928",9.8,"Lavaca County","TX",0.2
"Nowata","40105","01101840",9.7,"Nowata County","OK",0.0635006411430665
"Madison","22065","00558088",4.7,"Madison Parish","LA",0.406453125385583
"Valley","30105","01678923",9.8,"Valley County","MT",0.1
"Wichita","20203","00485062",4.4,"Wichita County","KS",0.00066
"Kitsap","53035","01529223",10.7,"Kitsap County","WA",0
"McHenry","17111","01784815",3.7,"McHenry County","IL",0
"Carroll","29033","00758471",4.7,"Carroll County","MO",0.09538
"Whitman","53075","01533501",8,"Whitman County","WA",0.108523432280233
"Steele","27147","00659518",1.7,"Steele County","MN",0.2
"Crockett","47033","01648574",2.7,"Crockett County","TN",0.4
"Hamilton","19079","00465228",1,"Hamilton County","IA",0.3
"Warren","39165","01074094",5.6,"Warren County","OH",1e-04
"Vernon","29217","00758561",7.1,"Vernon County","MO",0.183828996282528
"Parke","18121","00450380",4.9,"Parke County","IN",0.2
